0,0,0,0,0,0,0
-0.00035775,-0.0019903,0.00061276,0.52752,-0.00038518,-0.0019338,-0.00032357
-0.0010718,-0.005915,0.0018222,0.53526,-0.0011564,-0.0057453,-0.00095315
-0.002138,-0.011672,0.0035878,0.54661,-0.0023133,-0.011333,-0.0018463
-0.0031767,-0.01715,0.0052511,0.5574,-0.0034454,-0.016647,-0.0026528
-0.0041884,-0.022373,0.0068206,0.5677,-0.0045509,-0.021711,-0.0033834
-0.0051737,-0.027364,0.008304,0.57753,-0.0056288,-0.026547,-0.0040473
-0.0061334,-0.03214,0.0097081,0.58694,-0.0066786,-0.031172,-0.0046523
-0.0070682,-0.036719,0.011039,0.59596,-0.0077003,-0.035604,-0.0052051
-0.0079789,-0.041115,0.012303,0.60462,-0.008694,-0.039856,-0.0057114
-0.0088663,-0.045339,0.013504,0.61294,-0.0096602,-0.04394,-0.0061763
-0.0097311,-0.049404,0.014647,0.62094,-0.010599,-0.047868,-0.006604
-0.010574,-0.053319,0.015736,0.62865,-0.011512,-0.051649,-0.0069984
-0.011396,-0.057094,0.016776,0.63608,-0.012399,-0.055292,-0.0073627
-0.012197,-0.060736,0.017768,0.64325,-0.013261,-0.058806,-0.0076998
-0.012979,-0.064253,0.018717,0.65017,-0.014099,-0.062198,-0.0080122
-0.013741,-0.067651,0.019625,0.65686,-0.014913,-0.065474,-0.0083023
-0.014485,-0.070938,0.020495,0.66333,-0.015705,-0.068641,-0.0085721
-0.015211,-0.074117,0.021329,0.66958,-0.016475,-0.071703,-0.0088232
-0.015919,-0.077196,0.022129,0.67564,-0.017223,-0.074667,-0.0090574
-0.01661,-0.080178,0.022898,0.68151,-0.017951,-0.077536,-0.009276
-0.017882,-0.085634,0.024294,0.69224,-0.019289,-0.082784,-0.0096622
-0.019119,-0.090875,0.025614,0.70254,-0.020581,-0.08782,-0.010009
-0.020324,-0.095915,0.026865,0.71245,-0.021832,-0.09266,-0.010321
-0.021497,-0.10077,0.028053,0.72199,-0.023041,-0.097317,-0.010602
-0.022641,-0.10544,0.029181,0.73118,-0.024212,-0.1018,-0.010857
-0.023755,-0.10995,0.030256,0.74004,-0.025346,-0.10612,-0.011087
-0.024842,-0.11431,0.03128,0.74859,-0.026444,-0.11029,-0.011295
-0.025902,-0.11851,0.032258,0.75686,-0.027509,-0.11432,-0.011484
-0.026937,-0.12258,0.033192,0.76484,-0.028541,-0.11821,-0.011656
-0.027946,-0.12651,0.034085,0.77256,-0.029543,-0.12196,-0.011811
-0.028931,-0.13032,0.034941,0.78004,-0.030515,-0.1256,-0.011953
-0.029892,-0.13401,0.035761,0.78728,-0.031459,-0.12912,-0.012082
-0.030832,-0.13758,0.036548,0.79429,-0.032375,-0.13253,-0.0122
-0.031749,-0.14105,0.037303,0.80108,-0.033266,-0.13583,-0.012307
-0.032644,-0.14441,0.038029,0.80767,-0.034132,-0.13903,-0.012404
-0.03352,-0.14767,0.038727,0.81407,-0.034973,-0.14214,-0.012493
-0.034375,-0.15083,0.039399,0.82027,-0.035792,-0.14515,-0.012574
-0.035211,-0.1539,0.040046,0.8263,-0.036588,-0.14807,-0.012648
-0.036028,-0.15689,0.04067,0.83215,-0.037363,-0.15091,-0.012715
-0.036826,-0.15979,0.041272,0.83784,-0.038118,-0.15366,-0.012775
-0.037607,-0.16261,0.041852,0.84336,-0.038852,-0.15634,-0.012831
-0.03837,-0.16535,0.042412,0.84873,-0.039568,-0.15894,-0.012881
-0.039117,-0.16802,0.042953,0.85396,-0.040265,-0.16147,-0.012926
-0.039847,-0.17061,0.043476,0.85904,-0.040944,-0.16393,-0.012968
-0.040561,-0.17314,0.043982,0.86398,-0.041606,-0.16633,-0.013005
-0.041259,-0.17559,0.044471,0.86879,-0.042251,-0.16865,-0.013038
-0.041943,-0.17799,0.044944,0.87348,-0.04288,-0.17092,-0.013068
-0.042611,-0.18032,0.045402,0.87804,-0.043494,-0.17312,-0.013095
-0.043265,-0.18259,0.045846,0.88248,-0.044092,-0.17527,-0.01312
-0.043905,-0.1848,0.046276,0.8868,-0.044676,-0.17736,-0.013141
-0.044531,-0.18695,0.046693,0.89102,-0.045246,-0.1794,-0.01316
-0.04591,-0.19169,0.047607,0.90029,-0.046501,-0.18387,-0.013198
-0.047258,-0.19628,0.048482,0.90926,-0.047719,-0.1882,-0.013227
-0.048574,-0.20072,0.049321,0.91795,-0.048903,-0.1924,-0.013247
-0.049861,-0.20503,0.050125,0.92637,-0.050054,-0.19645,-0.013259
-0.051119,-0.20921,0.050898,0.93453,-0.051173,-0.20039,-0.013265
-0.052349,-0.21327,0.051641,0.94245,-0.052262,-0.2042,-0.013265
-0.053552,-0.2172,0.052355,0.95013,-0.053322,-0.20789,-0.013259
-0.054728,-0.22102,0.053042,0.95758,-0.054353,-0.21148,-0.013248
-0.055878,-0.22473,0.053705,0.96482,-0.055358,-0.21496,-0.013234
-0.057003,-0.22833,0.054343,0.97185,-0.056336,-0.21834,-0.013215
-0.058104,-0.23184,0.054959,0.97868,-0.05729,-0.22162,-0.013193
-0.059181,-0.23524,0.055553,0.98533,-0.058219,-0.2248,-0.013168
-0.060235,-0.23856,0.056126,0.99178,-0.059126,-0.2279,-0.01314
-0.061267,-0.24178,0.05668,0.99806,-0.06001,-0.23091,-0.01311
-0.062276,-0.24492,0.057216,1.0042,-0.060872,-0.23384,-0.013078
-0.063264,-0.24797,0.057734,1.0101,-0.061714,-0.23669,-0.013044
-0.064232,-0.25094,0.058235,1.0159,-0.062535,-0.23946,-0.013008
-0.065178,-0.25383,0.058721,1.0215,-0.063336,-0.24215,-0.012971
-0.066105,-0.25665,0.05919,1.027,-0.064119,-0.24477,-0.012932
-0.067013,-0.2594,0.059646,1.0324,-0.064883,-0.24733,-0.012892
-0.067901,-0.26207,0.060087,1.0376,-0.065629,-0.24981,-0.012852
-0.068771,-0.26468,0.060514,1.0426,-0.066358,-0.25224,-0.01281
-0.069623,-0.26722,0.060929,1.0476,-0.06707,-0.25459,-0.012768
-0.070457,-0.2697,0.061331,1.0524,-0.067766,-0.25689,-0.012726
-0.071274,-0.27211,0.061721,1.0571,-0.068446,-0.25913,-0.012682
-0.072074,-0.27447,0.0621,1.0616,-0.069111,-0.26131,-0.012639
-0.072857,-0.27677,0.062468,1.0661,-0.06976,-0.26344,-0.012595
-0.073625,-0.27901,0.062825,1.0705,-0.070395,-0.26552,-0.012551
-0.074376,-0.28119,0.063173,1.0747,-0.071016,-0.26754,-0.012507
-0.075112,-0.28333,0.06351,1.0788,-0.071623,-0.26951,-0.012462
-0.075833,-0.28541,0.063838,1.0829,-0.072217,-0.27143,-0.012418
-0.076539,-0.28744,0.064156,1.0868,-0.072797,-0.27331,-0.012374
-0.077231,-0.28942,0.064466,1.0907,-0.073365,-0.27514,-0.01233
-0.077909,-0.29136,0.064768,1.0944,-0.07392,-0.27693,-0.012286
-0.078573,-0.29325,0.065061,1.0981,-0.074464,-0.27867,-0.012242
-0.079223,-0.2951,0.065347,1.1017,-0.074995,-0.28037,-0.012198
-0.07986,-0.2969,0.065625,1.1052,-0.075515,-0.28203,-0.012155
-0.080484,-0.29866,0.065895,1.1086,-0.076024,-0.28365,-0.012111
-0.081096,-0.30038,0.066158,1.1119,-0.076522,-0.28524,-0.012068
-0.081695,-0.30206,0.066415,1.1152,-0.077009,-0.28678,-0.012026
-0.082282,-0.3037,0.066664,1.1183,-0.077485,-0.28829,-0.011984
-0.083772,-0.30787,0.067297,1.1264,-0.078696,-0.29212,-0.011875
-0.085231,-0.31192,0.067908,1.1342,-0.079879,-0.29584,-0.011766
-0.086661,-0.31587,0.068498,1.1419,-0.081034,-0.29945,-0.011656
-0.088061,-0.3197,0.069068,1.1493,-0.082163,-0.30296,-0.011546
-0.089432,-0.32344,0.069619,1.1565,-0.083267,-0.30637,-0.011435
-0.090776,-0.32707,0.070152,1.1635,-0.084345,-0.30969,-0.011325
-0.092092,-0.33061,0.070668,1.1704,-0.0854,-0.31292,-0.011214
-0.093381,-0.33406,0.071167,1.177,-0.086431,-0.31606,-0.011104
-0.094645,-0.33741,0.071651,1.1835,-0.08744,-0.31912,-0.010994
-0.095883,-0.34069,0.072119,1.1898,-0.088427,-0.32209,-0.010885
-0.097096,-0.34387,0.072573,1.1959,-0.089392,-0.32499,-0.010776
-0.098284,-0.34698,0.073014,1.2019,-0.090337,-0.32781,-0.010668
-0.099449,-0.35001,0.073441,1.2078,-0.091261,-0.33055,-0.01056
-0.10059,-0.35297,0.073855,1.2134,-0.092166,-0.33323,-0.010454
-0.10171,-0.35585,0.074257,1.219,-0.093052,-0.33584,-0.010348
-0.10281,-0.35866,0.074647,1.2244,-0.093918,-0.33838,-0.010243
-0.10388,-0.3614,0.075026,1.2297,-0.094767,-0.34085,-0.01014
-0.10493,-0.36408,0.075394,1.2348,-0.095598,-0.34326,-0.010037
-0.10596,-0.36669,0.075751,1.2398,-0.096412,-0.34562,-0.0099352
-0.10698,-0.36923,0.076099,1.2447,-0.097208,-0.34791,-0.0098346
-0.10797,-0.37172,0.076436,1.2495,-0.097988,-0.35015,-0.0097351
-0.10894,-0.37415,0.076764,1.2541,-0.098752,-0.35233,-0.0096367
-0.10989,-0.37652,0.077084,1.2587,-0.099501,-0.35446,-0.0095395
-0.11082,-0.37883,0.077394,1.2631,-0.10023,-0.35653,-0.0094436
-0.11174,-0.38109,0.077696,1.2674,-0.10095,-0.35856,-0.0093488
-0.11263,-0.3833,0.07799,1.2717,-0.10165,-0.36053,-0.0092552
-0.11351,-0.38545,0.078276,1.2758,-0.10234,-0.36246,-0.0091629
-0.11438,-0.38756,0.078554,1.2798,-0.10302,-0.36435,-0.0090718
-0.11522,-0.38961,0.078825,1.2838,-0.10368,-0.36618,-0.0089819
-0.11605,-0.39162,0.079089,1.2876,-0.10433,-0.36798,-0.0088933
-0.11686,-0.39358,0.079346,1.2914,-0.10496,-0.36973,-0.0088059
-0.11765,-0.3955,0.079596,1.295,-0.10558,-0.37144,-0.0087198
-0.11843,-0.39738,0.07984,1.2986,-0.10619,-0.37311,-0.0086349
-0.1192,-0.39921,0.080077,1.3021,-0.10679,-0.37474,-0.0085513
-0.11995,-0.401,0.080309,1.3055,-0.10738,-0.37633,-0.0084689
-0.12068,-0.40275,0.080534,1.3089,-0.10795,-0.37789,-0.0083877
-0.1214,-0.40446,0.080754,1.3121,-0.10851,-0.37941,-0.0083078
-0.12211,-0.40613,0.080968,1.3153,-0.10906,-0.3809,-0.0082291
-0.1228,-0.40777,0.081177,1.3185,-0.1096,-0.38235,-0.0081516
-0.12347,-0.40936,0.081381,1.3215,-0.11013,-0.38376,-0.0080754
-0.12414,-0.41093,0.08158,1.3245,-0.11065,-0.38515,-0.0080003
-0.12479,-0.41246,0.081774,1.3274,-0.11116,-0.3865,-0.0079264
-0.12543,-0.41395,0.081963,1.3302,-0.11166,-0.38782,-0.0078537
-0.12605,-0.41541,0.082147,1.333,-0.11214,-0.38912,-0.0077822
-0.12667,-0.41684,0.082327,1.3358,-0.11262,-0.39038,-0.0077118
-0.12727,-0.41824,0.082502,1.3384,-0.11309,-0.39162,-0.0076426
-0.12786,-0.4196,0.082674,1.341,-0.11355,-0.39282,-0.0075746
-0.12947,-0.42335,0.083142,1.3481,-0.11481,-0.39613,-0.0073877
-0.13105,-0.427,0.083595,1.3551,-0.11604,-0.39934,-0.0072029
-0.13261,-0.43056,0.084035,1.3618,-0.11725,-0.40247,-0.00702
-0.13413,-0.43403,0.084461,1.3684,-0.11843,-0.40552,-0.0068393
-0.13562,-0.43741,0.084875,1.3749,-0.11959,-0.40848,-0.0066606
-0.13708,-0.44071,0.085276,1.3811,-0.12073,-0.41137,-0.0064841
-0.13852,-0.44394,0.085665,1.3872,-0.12185,-0.41419,-0.0063098
-0.13993,-0.44708,0.086043,1.3932,-0.12295,-0.41694,-0.0061376
-0.14131,-0.45015,0.086409,1.399,-0.12402,-0.41961,-0.0059677
-0.14266,-0.45314,0.086766,1.4047,-0.12508,-0.42222,-0.0058
-0.14399,-0.45607,0.087111,1.4102,-0.12611,-0.42476,-0.0056345
-0.14529,-0.45892,0.087448,1.4156,-0.12713,-0.42724,-0.0054712
-0.14657,-0.46171,0.087774,1.4209,-0.12812,-0.42965,-0.0053102
-0.14782,-0.46444,0.088092,1.426,-0.1291,-0.43201,-0.0051514
-0.14905,-0.46709,0.0884,1.431,-0.13006,-0.43431,-0.0049949
-0.15026,-0.46969,0.0887,1.4359,-0.131,-0.43655,-0.0048406
-0.15144,-0.47223,0.088992,1.4407,-0.13192,-0.43874,-0.0046885
-0.1526,-0.47471,0.089276,1.4454,-0.13283,-0.44088,-0.0045387
-0.15374,-0.47713,0.089552,1.4499,-0.13371,-0.44296,-0.0043911
-0.15485,-0.4795,0.089821,1.4544,-0.13458,-0.44499,-0.0042456
-0.15595,-0.48181,0.090082,1.4587,-0.13544,-0.44698,-0.0041024
-0.15702,-0.48407,0.090337,1.463,-0.13628,-0.44891,-0.0039614
-0.15807,-0.48628,0.090585,1.4671,-0.1371,-0.4508,-0.0038225
-0.1591,-0.48844,0.090826,1.4712,-0.13791,-0.45265,-0.0036857
-0.16012,-0.49055,0.091061,1.4751,-0.1387,-0.45445,-0.0035511
-0.16111,-0.49261,0.091289,1.479,-0.13948,-0.45621,-0.0034186
-0.16208,-0.49463,0.091512,1.4828,-0.14024,-0.45793,-0.0032882
-0.16304,-0.4966,0.091729,1.4865,-0.14099,-0.45961,-0.0031599
-0.16398,-0.49853,0.091941,1.4901,-0.14172,-0.46125,-0.0030336
-0.16489,-0.50042,0.092147,1.4936,-0.14244,-0.46285,-0.0029094
-0.16579,-0.50226,0.092347,1.4971,-0.14315,-0.46442,-0.0027872
-0.16668,-0.50406,0.092543,1.5005,-0.14384,-0.46595,-0.002667
-0.16754,-0.50583,0.092734,1.5037,-0.14452,-0.46744,-0.0025487
-0.16839,-0.50755,0.09292,1.507,-0.14519,-0.4689,-0.0024324
-0.16923,-0.50924,0.093101,1.5101,-0.14584,-0.47033,-0.0023181
-0.17004,-0.51089,0.093278,1.5132,-0.14649,-0.47172,-0.0022056
-0.17085,-0.5125,0.09345,1.5162,-0.14712,-0.47308,-0.0020951
-0.17163,-0.51408,0.093618,1.5192,-0.14773,-0.47441,-0.0019863
-0.1724,-0.51563,0.093782,1.522,-0.14834,-0.47572,-0.0018795
-0.17316,-0.51714,0.093942,1.5249,-0.14894,-0.47699,-0.0017744
-0.1739,-0.51862,0.094098,1.5276,-0.14952,-0.47823,-0.0016711
-0.17463,-0.52007,0.09425,1.5303,-0.15009,-0.47945,-0.0015696
-0.17534,-0.52148,0.094399,1.5329,-0.15065,-0.48063,-0.0014699
-0.17604,-0.52287,0.094544,1.5355,-0.1512,-0.4818,-0.0013718
-0.17672,-0.52422,0.094685,1.538,-0.15175,-0.48293,-0.0012755
-0.17739,-0.52555,0.094823,1.5405,-0.15228,-0.48404,-0.0011808
-0.17805,-0.52685,0.094958,1.5429,-0.1528,-0.48513,-0.0010878
-0.1787,-0.52812,0.095089,1.5453,-0.15331,-0.48619,-0.00099639
-0.17933,-0.52936,0.095218,1.5476,-0.15381,-0.48723,-0.0009066
-0.17995,-0.53058,0.095343,1.5499,-0.1543,-0.48825,-0.00081839
-0.18056,-0.53177,0.095465,1.5521,-0.15478,-0.48924,-0.00073174
-0.1823,-0.53518,0.095814,1.5584,-0.15616,-0.49208,-0.00048401
-0.18401,-0.5385,0.096152,1.5645,-0.15751,-0.49484,-0.00023958
-0.18568,-0.54175,0.09648,1.5706,-0.15884,-0.49753,1.5422e-06
-0.18733,-0.54492,0.096799,1.5764,-0.16014,-0.50015,0.00023937
-0.18894,-0.54802,0.097108,1.5821,-0.16142,-0.50271,0.00047392
-0.19053,-0.55104,0.097408,1.5877,-0.16268,-0.50521,0.00070519
-0.19208,-0.554,0.097699,1.5932,-0.16392,-0.50764,0.00093319
-0.19361,-0.55689,0.097982,1.5985,-0.16514,-0.51001,0.0011579
-0.19511,-0.55972,0.098256,1.6037,-0.16634,-0.51232,0.0013795
-0.19658,-0.56248,0.098523,1.6088,-0.16751,-0.51458,0.0015978
-0.19802,-0.56518,0.098782,1.6137,-0.16867,-0.51678,0.0018129
-0.19944,-0.56781,0.099034,1.6186,-0.1698,-0.51893,0.0020248
-0.20082,-0.57039,0.099278,1.6233,-0.17092,-0.52103,0.0022336
-0.20219,-0.57291,0.099516,1.6279,-0.17201,-0.52307,0.0024393
-0.20353,-0.57538,0.099747,1.6324,-0.17309,-0.52507,0.0026418
-0.20484,-0.57778,0.099972,1.6369,-0.17414,-0.52702,0.0028413
-0.20613,-0.58014,0.10019,1.6412,-0.17518,-0.52892,0.0030377
-0.20739,-0.58244,0.1004,1.6454,-0.1762,-0.53078,0.0032311
-0.20864,-0.5847,0.10061,1.6495,-0.17721,-0.53259,0.0034214
-0.20985,-0.5869,0.10081,1.6535,-0.17819,-0.53436,0.0036088
-0.21105,-0.58906,0.10101,1.6574,-0.17916,-0.53609,0.0037933
-0.21222,-0.59117,0.1012,1.6613,-0.18011,-0.53777,0.0039749
-0.21337,-0.59323,0.10138,1.665,-0.18104,-0.53942,0.0041535
-0.2145,-0.59525,0.10156,1.6687,-0.18196,-0.54103,0.0043294
-0.21561,-0.59722,0.10174,1.6723,-0.18286,-0.5426,0.0045023
-0.2167,-0.59915,0.10191,1.6758,-0.18375,-0.54414,0.0046725
-0.21776,-0.60104,0.10207,1.6792,-0.18462,-0.54564,0.00484
-0.21881,-0.60289,0.10223,1.6826,-0.18547,-0.54711,0.0050047
-0.21984,-0.6047,0.10239,1.6858,-0.18631,-0.54854,0.0051667
-0.22085,-0.60647,0.10254,1.6891,-0.18713,-0.54994,0.0053261
-0.22183,-0.6082,0.10269,1.6922,-0.18794,-0.5513,0.0054828
-0.2228,-0.60989,0.10284,1.6952,-0.18874,-0.55264,0.0056369
-0.22376,-0.61155,0.10298,1.6982,-0.18952,-0.55395,0.0057885
-0.22469,-0.61318,0.10312,1.7012,-0.19028,-0.55522,0.0059375
-0.2256,-0.61476,0.10325,1.704,-0.19103,-0.55647,0.006084
